groupName,customereducationalqualification,spouseeducationalqualification,familymemberscount,age,everDefault,everNPA,groupSize,maxRelCatProp,casteSimilarityProp,occupationHomogeneity,ownAsset,maritalStatus,ownHouse,farmerCategory,totalLand,min_age,max_age,var_age,dif_age,avg_expenditure,min_familymemberscount,max_familymemberscount,avg_familymemberscount,var_familymemberscount,dif_familymemberscount,log_minTotalAssets,logMaxAssets,logAvgAssets,avg_totalLand,var_totalLand,ownAssetProp,marriedProp,ownHouseProp,landFarmerProp,branchNameLC1,categoryLC1,districtnameLC1,villagetypeLC1,villagetypeLC2,"('category', 'GEN')","('category', 'OBC')","('category', 'SC')","('category', 'ST')",logIncome,logExpend,casteHomogeneity
SECTOR 6 C14 G1,1,0,4,36.77777778,0,0,9,55.555557,0.66666669,55.555557,1,0.555555556,1,0,0.02,29,47,50.944443,18,4000,0,5,4,2.7500002,5,5,5,5,0.02,0,1,0.55555558,1,0,23,2.888888889,16.77777778,5,0,0,0.555555556,0.333333333,0.111111111,8.9871969,8.2940493,0
SECTOR 6 C15 G1,0.75,0,3,37.5,0,0,4,75,0.75,100,1,1,1,0,0.02,30,47,57.666668,17,4000,0,4,3,4,4,5,5,5,0.02,0,1,1,1,0,23,3.5,16,5,0,0,0.75,0,0.25,8.9871969,8.2940493,0
SECTOR 6 C16 G1,0.6,0,3.2,38,0,0,5,60,0.60000002,60,1,0.6,1,0,0.02,22,50,154,28,4000,3,4,3.2,0.19999999,1,5,5,5,0.02,0,1,0.60000002,1,0,23,4,16.8,5,0,0,0.2,0.2,0.6,8.9871969,8.2940493,0
SECTOR 6 C17 G1,1.166666667,0,4.666666667,37.5,0,0,6,66.666664,0.66666669,83.333336,1,0.666666667,1,0,0.02,27,48,49.899998,21,4000,4,5,4.6666665,0.26666665,1,5,6,5.397940009,0.02,0,1,0.66666669,1,0,23,2.666666667,26,5,0,0,0.166666667,0.666666667,0.166666667,8.9871969,8.2940493,0
SECTOR 6 C18 G1,0.833333333,0,4.666666667,38,0,0,6,100,0.33333334,100,1,1,1,0,0.0155,35,44,9.6000004,9,4000,4,5,4.6666665,0.26666665,1,5,5,5,0.0155,5.67E-05,1,1,1,0,23,3,26,5,0,0,1,0,0,8.9871969,8.2940493,0
SECTOR 6 C2 G1,1,0,5.2,40.8,0,0,5,100,0.80000001,60,1,1,1,0,0.2144,26,53,185.70001,27,4000,5,6,5.1999998,0.19999999,1,4.77815125,4.77815125,4.77815125,0.21439999,0.19786681,1,1,1,0,23,2,13.8,1,2,0,0,1,0,8.9871969,8.2940493,0
SECTOR 6 C7 G1,1.571428571,0,4.285714286,37.85714286,0,0,7,57.142857,0.5714286,100,1,0.857142857,1,0,0.02,29,43,27.809525,14,4000,3,9,4.2857141,4.5714283,6,4.77815125,5,4.940231804,0.02,0,1,0.85714287,1,0,23,2.571428571,22.14285714,5,0,0,0.571428571,0.428571429,0,8.9871969,8.2940493,0
SECTOR 6 C8 G1,1.333333333,0,4.166666667,45.16666667,0,0,6,83.333336,0.5,50,1,0.5,1,0,0.02,38,53,38.966667,15,4000,3,5,4.1666665,0.9666667,2,5,5,5,0.02,0,1,0.5,1,0,23,3.333333333,22,5,0,0,0.833333333,0,0.166666667,8.9871969,8.2940493,0
SECTOR 6 C9 G1,1.666666667,0,3.833333333,34.33333333,0,0,6,100,0.83333331,83.333336,1,1,1,0,0.02,22,49,135.46667,27,4000,3,6,3.8333333,1.7666665,3,5,5,5,0.02,0,1,1,1,0,23,3,26,5,0,0,1,0,0,8.9871969,8.2940493,0
SECTOR-6 C1 G1,2.6,0,3.6,28.4,0,0,5,60,0.40000001,40,1,1,1,0,0.01996,19,35,59.800003,16,4000,3,5,3.5999999,0.79999995,2,4.77815125,5.301029996,4.991226076,0.019959999,8.00E-09,1,1,1,0,23,2.2,12,1,2,0.4,0.6,0,0,8.9871969,8.2940493,0
SECTOR-6 C4 G1,2,0,5.25,34.5,0,0,4,100,0.25,75,1,0.5,1,0,0.02,29,38,16.333334,9,4000,4,8,5.25,3.5833335,4,5,5,5,0.02,0,1,0.5,1,0,23,3,33,5,0,0,1,0,0,8.9871969,8.2940493,0
SECTOR-6 C6 G1,1,0,5,36.5,0.333333333,0,6,66.666664,0.66666669,83.333336,1,0.833333333,1,0,0.02,28,49,93.099998,21,4000,4,6,5,0.79999995,2,5,5,5,0.02,0,1,0.83333331,1,0,23,3.666666667,17,4.333333333,0.5,0,0.666666667,0,0.333333333,8.9871969,8.2940493,0
SECTOR1 C1 G1,1,0,3.666666667,46.66666667,0.166666667,0.166666667,6,66.666664,0.33333334,100,1,1,1,0,0.019933333,36,53,57.466663,17,4000,3,5,3.6666667,0.66666669,2,4,5.903089987,5.259275256,0.019933334,1.07E-08,1,1,1,0,23,1.666666667,24.5,1,2,0.666666667,0.333333333,0,0,8.9871969,8.2940493,0
SECTOR1 C2 G1,1.5,0,4.75,36.25,0,0,4,100,0.75,100,1,1,1,0,0.02,26,43,62.916664,17,4000,4,6,4.75,0.91666663,2,5,5,5,0.02,0,1,1,1,0,23,3,1,5,0,0,1,0,0,8.9871969,8.2940493,0
SECTOR1 C3 G1,1.5,0,4,34,0,0,4,100,0.5,100,1,1,0.75,0,0.02,26,38,31.999998,12,4000,3,5,4,0.66666669,2,4,5,4.889301703,0.02,0,1,1,0.75,0,23,3,33,5,0,0,1,0,0,8.9871969,8.2940493,0
SELEDI C1 G1,2.6,0,4.4,30.4,0,0,5,60,0.2,100,1,1,1,0.6,1.8,25,42,48.799999,17,2300,3,6,4.4000001,1.3000001,3,5.096910013,5.096910013,5.096910013,1.8,1.7,1,1,1,0.60000002,26,2.6,17.6,1.8,2.4,0,0.6,0.4,0,8.8536654,7.8240461,0
SELEDI C3 G1,2.428571429,1.714285714,4.571428571,32,0,0,7,100,0.85714287,57.142857,1,1,1,0.571428571,1.571428571,21,50,92.666656,29,2157.1428,3,7,4.5714288,2.2857141,4,5.096910013,5.176091259,5.109144474,1.5714285,1.6190476,1,1,1,0.5714286,26,3,2.571428571,3.857142857,0.714285714,0,1,0,0,8.8536654,7.8240461,0
SEMELA C1 G1,1,0,4,33.5,0,0,6,100,0.83333331,100,1,1,1,0.166666667,0.583333342,25,48,77.899994,23,2500,4,4,4,0,0,4.875061263,4.929418926,4.912044815,0.58333337,0.48166662,1,1,1,0.16666667,10,3,17.66666667,5,0,0,1,0,0,9.0118895,7.8240461,0
SEMELA C2 G1,1,0,4,33,0,0,6,100,0.83333331,100,1,1,1,0.166666667,0.583333342,23,43,47.599998,20,2500,4,4,4,0,0,4.875061263,4.929418926,4.912044815,0.58333337,0.48166662,1,1,1,0.16666667,10,3,11.5,5,0,0,1,0,0,9.0118895,7.8240461,0
SEMELA C3 G1,1,0,4,35.75,0,0,4,100,0.75,100,1,1,1,0.75,2.325000003,22,54,181.58334,32,2500,4,4,4,0,0,4.875061263,4.929418926,4.903089987,2.325,1.8225001,1,1,1,0.75,10,3,1,3,1,0,1,0,0,9.0118895,7.8240461,0
SEMELA C4 G1,1,0,4,33.875,0,0,8,100,0.375,100,1,1,1,0.125,0.637500009,20,45,85.553574,25,2500,4,4,4,0,0,4.875061263,4.929418926,4.903089987,0.63749999,0.91124994,1,1,1,0.125,10,3,19.75,5,0,0,1,0,0,9.0118895,7.8240461,0
SEMELA C5 G1,1.333333333,0,4,29.85714286,0,0,7,100,0.85714287,85.714287,1,1,1,0.666666667,2.100000003,27,36,11.142858,9,2500,4,4,4,0,0,4.875061263,4.929418926,4.920818768,2.0999999,1.944,0.85714287,1,0.85714287,0.5714286,10,3,30.66666667,2.333333333,1.333333333,0,1,0,0,9.0118895,7.8240461,0
SEMELA C6 G1,1,0,4,37.2,0,0,5,100,1,100,1,1,1,0.2,0.840000008,26,49,72.699997,23,2500,4,4,4,0,0,4.929418926,4.929418926,4.929418926,0.84000003,1.4580001,0.80000001,1,1,0.2,10,3,27.4,5,0,0,1,0,0,9.0118895,7.8240461,1
SEMELA C7 G1,1,0,4,32,0.1,0,10,50,0.60000002,100,1,1,1,0,0.30000001,20,43,43.555553,23,2500,4,4,4,0,0,4.875061263,4.929418926,4.894869657,0.30000001,0,1,1,1,0,10,3.4,22.7,5,0,0,0.5,0.2,0.3,9.0118895,7.8240461,0
SEMELGUDIA C1 G1,0,0,4.5,39,0.166666667,0.166666667,6,83.333336,0.33333334,100,1,1,1,0,2.5,31,53,66.000008,22,3000,2,5,4.5,1.5000001,3,4.079181246,4.322219295,4.176091259,2.5,13.5,1,1,1,0,23,2.166666667,6.5,5,0,0,0.166666667,0.833333333,0,8.8536654,8.0063677,0
SEMELGUDIA C2 G1,0,0,5,39.33333333,0.166666667,0,6,100,1,100,1,0.666666667,1,0,1,22,53,188.66667,31,3500,2,6,5,2.4000001,4,4.079181246,4.322219295,4.217483944,1,0,1,0.66666669,1,0,23,3,19,5,0,0,1,0,0,8.8536654,8.0063677,1
SEMELMUNDA C1 G1,0.75,0.75,3.75,40.25,0,0,4,100,1,50,1,1,1,0,0,28,46,68.249992,18,3000,3,5,3.75,0.91666663,2,4.602059991,4.84509804,4.795880017,0,0,1,1,1,0,23,3,27.75,5,0,0,1,0,0,8.9871969,8.0063677,1
SEMELMUNDA C2 G1,1,1,5,35.75,0,0,4,100,1,50,1,1,1,0,0,22,53,174.91667,31,3125,4,6,5,1.3333333,2,4.84509804,4.903089987,4.860338007,0,0,1,1,1,0,23,3,21,2,1.5,0,1,0,0,8.9871969,8.0063677,1
SEMELMUNDA C3 G1,1,1,4.875,37.75,0,0,8,62.5,0.625,50,1,0.875,1,0,0,22,54,114.78572,32,3000,3,9,4.875,5.5535717,6,4.602059991,4.84509804,4.821185883,0,0,1,0.875,1,0,23,3,24,5,0,0,0.625,0.25,0.125,8.9871969,8.0063677,0
SERAV C2 G1,1,1,4.75,31.75,0.25,0,4,50,0.25,100,0,1,1,0,0,23,43,76.916672,20,775,4,5,4.75,0.25,1,0.301029996,0.301029996,0.301029996,0,0,0,1,1,0,17,4,13.5,4,0.5,0,0.5,0,0.5,8.5171928,6.6846118,0
SEVALA C4 G1,1,1,5.6,31,0,0,5,60,0.2,100,1,1,1,0,0,24,36,26.999998,12,3800,3,9,5.5999999,5.8000002,6,5.477121255,5.477121255,5.477121255,0,0,1,1,1,0,21,2.6,1,5,0,0,0.6,0.4,0,8.9871969,8.2940493,0
SHAH NO PADO C2 G1,1,0.333333333,5.5,37.25,0,0,4,100,0.75,100,1,0.75,1,0,0,24,47,102.91666,23,4125,4,7,5.5,1.6666665,3,5.544068044,5.544068044,5.544068044,0,0,1,0.75,1,0,21,3,28.5,5,0,0,1,0,0,8.9871969,8.2940493,0
SHAHPUAR C1 G1,0,0.333333333,5,37.33333333,0,0,9,88.888885,0.8888889,22.222221,0,1,1,1,3.666666667,28,47,59,19,2333.3333,4,6,5,0.75,2,5,5.301029996,5.045757486,3.6666667,4,0,1,1,0.8888889,19,4.555555556,23.88888889,2.777777778,1.666666667,0.111111111,0,0,0.888888889,8.922658,7.8240461,0
SHAHPUAR C2 G1,0,1,4.4,41,0,0,5,100,1,80,0,0.6,1,1,3,23,54,155.5,31,2500,4,5,4.4000001,0.30000001,1,5,5,5,3,0,0,0.60000002,1,1,19,5,22,5,0,0,0,0,1,8.9871969,7.8240461,1
SHAHROL C1 G1,0,0,5.6,36.1,0,0,10,40,0.1,60,0,0.9,1,0,0.01,25,41,23.433334,16,1500,3,8,5.5999999,3.1555552,5,4.301203679,5.447158031,5.225315512,0.01,0,0,0.89999998,1,0,19,4.6,6.1,5,0,0,0.2,0,0.8,8.9871969,7.3132205,0
SHAHROL C2 G1,0,0,7,29.83333333,0,0,6,50,0.33333334,66.666664,0,0.833333333,1,0,0.01,22,41,56.566666,19,1500,7,7,7,0,0,5.342438473,5.352197959,5.344080354,0.01,0,0,0.83333331,1,0,19,4.666666667,14.33333333,5,0,0,0.166666667,0,0.833333333,8.9871969,7.3132205,0
SHAHROL C4 G1,0,0,5.285714286,35.85714286,0,0,7,71.428574,0.14285715,71.428574,0,1,1,0,0.01,29,45,26.809526,16,1500,5,7,5.2857141,0.57142854,2,4.398339376,5.352197959,5.293227096,0.01,0,0,1,1,0,19,5,18.57142857,5,0,0,0,0,1,8.9871969,7.3132205,0
SHAKKARAPUR C1 G1,1,1,4.5,34.5,0,0,4,100,1,50,1,0.75,1,0,0,24,44,66.999992,20,2000,3,5,4.5,1,2,5.079181246,5.079181246,5.079181246,0,0,1,0.75,1,0,8,3,17.25,5,0,0,1,0,0,8.8536654,7.6009026,1
SHAKKARAPUR C11 G1,1,1,4.4,37,0.2,0,5,60,1,100,1,1,1,0,0,24,50,86.500008,26,2000,2,5,4.4000001,1.8000001,3,5.079181246,5.079181246,5.079181246,0,0,1,1,1,0,8,1.8,18,5,0,0.6,0.4,0,0,8.8536654,7.6009026,0
SHAKKARAPUR C14 G1,1,1,5,32.5,0,0,4,100,1,100,1,1,1,0,0,24,43,63,19,2000,5,5,5,0,0,4.079181246,5.079181246,4.968482949,0,0,1,1,1,0,8,1,16,5,0,1,0,0,0,8.8536654,7.6009026,1
SHAKKARAPUR C15 G1,1,1,5,31.75,0.25,0,4,100,0.75,100,1,1,1,0,0,23,43,68.916664,20,2000,5,5,5,0,0,5.079181246,5.176091259,5.105510185,0,0,1,1,1,0,8,1,22,5,0,1,0,0,0,8.8536654,7.6009026,0
SHAKKARAPUR C19 G1,1,1,5,38,0,0,4,100,0.75,100,1,1,1,0,0,32,43,20.666666,11,2000,5,5,5,0,0,5.079181246,5.079181246,5.079181246,0,0,1,1,1,0,8,1,18.5,1,2,1,0,0,0,8.8536654,7.6009026,0
SHAKKARAPUR C3 G1,0.5,1,5,31.75,0.25,0,4,75,0.25,100,1,1,1,0,0,25,35,20.916668,10,2000,5,5,5,0,0,5.079181246,5.079181246,5.079181246,0,0,1,1,1,0,8,2.5,1,5,0,0.25,0.75,0,0,8.8536654,7.6009026,0
SHAKKARAPUR C4 G1,0.25,0.75,5,42,0,0,4,100,0.75,75,1,1,1,0,0,36,45,17.999998,9,2000,5,5,5,0,0,5.079181246,5.079181246,5.079181246,0,0,1,1,1,0,8,3,1,5,0,0,1,0,0,8.8536654,7.6009026,0
SHAKKARAPUR C6 G1,0.857142857,0.714285714,3.571428571,34.85714286,0,0,7,42.857143,0.5714286,71.428574,1,1,1,0,0,24,45,47.476192,21,2314.2856,0,5,3.5714285,5.9523811,5,5.079181246,5.161368002,5.104291976,0,0,0.71428573,1,1,0,8,1.571428571,18,4.428571429,0.285714286,0.714285714,0.285714286,0,0,8.8536654,7.6009026,0
SHAKKARAPUR C7 G1,1,1.285714286,5,31,0.285714286,0,7,100,1,100,1,1,1,0,0,22,39,38.666668,17,2000,5,5,5,0,0,5.079181246,5.079181246,5.079181246,0,0,1,1,1,0,8,1,29,3.285714286,1.285714286,1,0,0,0,8.8536654,7.6009026,1
SHAKKARAPUR C8 G1,1,1,5,36,0,0,5,80,0.80000001,100,1,1,1,0,0,29,47,54.5,18,2000,5,5,5,0,0,5.079181246,6.079181246,5.526339277,0,0,1,1,1,0,8,1.4,29.6,2.6,1.8,0.8,0.2,0,0,8.8536654,7.6009026,0
SHAKKARAPUR C9 G1,1,1,5,33.6,0.4,0,5,100,0.80000001,100,1,1,1,0,0,29,43,31.299999,14,2000,5,5,5,0,0,4.079181246,5.079181246,4.992995098,0,0,1,1,1,0,8,1,16,5,0,1,0,0,0,8.8536654,7.6009026,0
SHAMA ROAD C11 G1,0.5,2.5,4.5,38,0,0,4,75,0.25,75,0,0.5,1,0,0,31,51,79.333336,20,3125,4,6,4.5,1,2,5.079181246,6.098835742,5.986895961,0,0,0,0.5,1,0,22,2.5,12.25,5,0,0.25,0.75,0,0,9.4334841,7.9152069,0
SHAMA ROAD C13 G1,2,1.666666667,4,37.25,0,0,4,50,1,75,0,0.75,1,0,0,28,47,70.916672,19,5000,4,4,4,0,0,6.096910013,6.130333768,6.118099312,0,0,0,0.75,1,0,22,2.5,12,5,0,0.5,0.25,0,0.25,9.15766,8.51216795,0
SHAMA ROAD C14 G1,0.714285714,1,4.142857143,39.57142857,0,0,7,71.428574,0.14285715,71.428574,0.142857143,1,1,0,0,33,44,17.285713,11,2585.7144,4,5,4.1428571,0.14285713,1,5.579783597,5.698970004,5.634908891,0,0,0.14285715,1,1,0,22,4.142857143,17.71428571,2.714285714,1.142857143,0,0,0.285714286,0.714285714,9.4727049,7.8240461,0
SHAMA ROAD C15 G2,1.5,3,3.75,28.5,0,0,4,50,0.25,75,0,1,1,0,0,20,39,89.666672,19,4500,3,5,3.75,0.91666663,2,5.113943352,5.176091259,5.138302698,0,0,0,1,1,0,22,3.5,1,5,0,0.25,0.25,0,0.5,8.9871969,8.4118328,0
SHAMA ROAD C21 G1,2.5,2,4.5,36.75,0.5,0.25,4,50,0.25,50,0,1,1,0,0,31,47,53.583332,16,4500,4,5,4.5,0.33333331,1,5.113943352,5.176091259,5.153814864,0,0,0,1,1,0,22,3,24.75,5,0,0,1,0,0,8.9871969,8.4118328,0
SHAMA ROAD C24 G1,1.4,1.8,3.4,29.2,0.2,0,5,60,0.2,40,0,1,1,0,0,22,39,41.700001,17,4500,3,4,3.4000001,0.30000001,1,5.113943352,5.176091259,5.158362492,0,0,0,1,1,0,22,3.4,20,5,0,0,0.8,0,0.2,8.9871969,8.4118328,0
SHAMA ROAD C25 G1,1.857142857,1.8,5.142857143,34,0,0,7,57.142857,0.14285715,42.857143,0,0.714285714,1,0,0,21,52,113.33334,31,4500,3,6,5.1428571,1.4761906,3,5.146128036,6.096910013,5.477121255,0,0,0,0.71428573,1,0,22,3.857142857,8.142857143,5,0,0.142857143,0.285714286,0,0.571428571,8.9871969,8.4118328,0
SHAMA ROAD C33 G2,2.6,0,5,39.2,0,0,5,80,0.2,80,0,1,1,0,0,27,51,95.199997,24,3500,5,5,5,0,0,5.447158031,5.806179974,5.614897216,0,0,0,1,1,0,22,1,11,3.4,1.2,1,0,0,0,8.9871969,8.1605186,0
SHAMA ROAD C35 G1,1.333333333,1.4,4,38.5,0.166666667,0.166666667,6,50,0.16666667,66.666664,0,0.833333333,1,0,0,24,51,93.099998,27,4416.6665,3,5,4,0.40000001,2,4.903089987,6.176091259,6.053078443,0,0,0,0.83333331,1,0,22,3.666666667,22,5,0,0,0.666666667,0,0.333333333,8.9871969,8.4118328,0
SHAMA ROAD C36 G1,2,2.2,5.5,36.16666667,0,0,6,66.666664,0.16666667,50,0,0.833333333,1,0,0,29,51,68.96666,22,4500,5,6,5.5,0.30000001,1,5.146128036,6.096910013,5.945304433,0,0,0,0.83333331,1,0,22,3.666666667,18,5,0,0,0.666666667,0,0.333333333,8.9871969,8.4118328,0
SHAMA ROAD C37 G1,1,1.5,3.6,38,0,0,5,60,0.2,40,0,0.8,1,0,0,35,41,5,6,4000,2,5,3.5999999,1.3000001,3,4.903089987,4.903089987,4.903089987,0,0,0,0.80000001,1,0,22,3,14.6,5,0,0,1,0,0,8.9871969,8.2940493,0
SHAMA ROAD C37 G2,1,1,4.166666667,42,0,0,6,83.333336,0.16666667,50,0,0.833333333,1,0,0,35,50,41.999996,15,4000,4,5,4.1666665,0.16666667,1,4.903089987,4.903089987,4.903089987,0,0,0,0.83333331,1,0,22,3,15.16666667,5,0,0,1,0,0,8.9871969,8.2940493,0
SHAMA ROAD C4 G1,1.333333333,2,4.333333333,39,0,0,6,66.666664,0.16666667,83.333336,0,0.666666667,1,0,0,23,52,111.99999,29,4500,3,5,4.3333335,1.0666666,2,5.079181246,5.176091259,5.113943352,0,0,0,0.66666669,1,0,22,2.333333333,18,5,0,0.333333333,0.666666667,0,0,8.9871969,8.4118328,0
SHAMA ROAD C40 G2,3,3,5,42.4,0.2,0,5,60,0.2,40,1,0.8,1,0,0,36,53,44.300003,17,4000,5,5,5,0,0,4.903089987,4.903089987,4.903089987,0,0,1,0.80000001,1,0,22,1,18.4,5,0,1,0,0,0,8.9871969,8.2940493,0
SHAMA ROAD C42 G1,1,1,3.5,43.25,0,0,4,50,0.25,75,0,0.5,1,0,0,33,54,116.24999,21,2500,3,4,3.5,0.33333331,1,5.62324929,5.62324929,5.62324929,0,0,0,0.5,1,0,22,4,12,5,0,0,0.5,0,0.5,9.4879723,7.8240461,0
SHAMA ROAD C48 G1,2,2.5,5.166666667,39.5,0,0,6,66.666664,0.16666667,66.666664,0,0.666666667,1,0,0,30,52,90.700005,22,4500,4,9,5.1666665,3.7666664,5,6.096910013,6.161368002,6.138302698,0,0,0,0.66666669,1,0,22,2,15.66666667,5,0,0.666666667,0.166666667,0,0.166666667,8.9871969,8.4118328,0
SHAMA ROAD C49 G1,1,1,4.6,32.6,0,0,5,80,0.2,60,0,1,1,0,0,26,37,20.300001,11,4000,4,5,4.5999999,0.30000001,1,4.903089987,4.903089987,4.903089987,0,0,0,1,1,0,22,3,13,5,0,0,1,0,0,8.9871969,8.2940493,0
SHAMA ROAD C5 G1,1.428571429,1.857142857,3.571428571,36.42857143,0.142857143,0,7,71.428574,0.14285715,42.857143,0,1,1,0,0,25,54,78.619049,29,4500,3,4,3.5714285,0.28571427,1,5.079181246,5.176091259,5.150537181,0,0,0,1,1,0,22,4.142857143,20.28571429,3.857142857,0.857142857,0.142857143,0.142857143,0,0.714285714,8.9871969,8.4118328,0
SHAMA ROAD C52 G1,1,1,4.5,33.5,0,0,4,75,0.25,100,0,0.75,1,0,0,23,46,117.66666,23,4000,4,6,4.5,1,2,4.903089987,4.903089987,4.903089987,0,0,0,0.75,1,0,22,3,12,5,0,0,1,0,0,8.9871969,8.2940493,0
SHAMA ROAD C59 G1,2,1.666666667,3.5,38.5,1,0.5,4,50,0.25,50,0,0.75,1,0,0,33,49,51.666668,16,4500,3,4,3.5,0.33333331,1,6.096910013,6.176091259,6.142232992,0,0,0,0.75,1,0,22,2.5,8.5,5,0,0.25,0.75,0,0,8.9871969,8.4118328,0
SHAMA ROAD C6 G1,1.4,1,4.4,37.6,0,0,5,60,0.2,60,0,1,1,0,0,25,46,96.299995,21,4500,3,5,4.4000001,0.79999995,2,5.113943352,5.255272505,5.181843588,0,0,0,1,1,0,22,1.8,24,5,0,0.6,0.4,0,0,8.9871969,8.4118328,0
SHAMA ROAD C60 G2,1,1,5,36.14285714,1,0.142857143,7,85.714287,0.14285715,100,0,1,1,0,0,26,46,81.809525,20,4000,4,6,5,1,2,4.903089987,4.903089987,4.903089987,0,0,0,1,1,0,22,3,16.14285714,2.714285714,1.142857143,0,1,0,0,8.9871969,8.2940493,0
SHAMA ROAD C62 G2,1,1.666666667,4.6,42.2,0,0,5,100,0.60000002,80,0,0.6,1,0,0,38,50,24.200001,12,4100,4,6,4.5999999,0.79999995,2,4.903089987,6.095169351,5.495544338,0,0,0,0.60000002,1,0,22,3,16.8,5,0,0,1,0,0,8.9871969,8.2940493,0
SHAMA ROAD C65 G1,0.571428571,0,4.285714286,35.14285714,0.428571429,0,7,100,0.85714287,100,0,0.857142857,1,0,0,28,44,41.476192,16,2585.7144,3,6,4.2857141,1.5714287,3,5.602059991,5.602059991,5.602059991,0,0,0,0.85714287,1,0,22,1,8.428571429,5,0,1,0,0,0,8.9871969,7.8240461,0
SHAMA ROAD C67 G1,1.4,1.666666667,3.6,35.2,0,0,5,60,0.2,40,0,0.6,1,0,0,21,44,98.200005,23,4400,2,5,3.5999999,1.3000001,3,4.903089987,6.161368002,6.023663918,0,0,0,0.60000002,1,0,22,3.8,17.4,5,0,0,0.6,0,0.4,8.9871969,8.4118328,0
SHAMA ROAD C67 G2,1.5,2,4.75,36.75,0,0,4,75,0.25,50,0,1,1,0,0,27,43,48.249996,16,4500,4,5,4.75,0.25,1,6.089905111,6.153814864,6.118512729,0,0,0,1,1,0,22,4.5,17.25,5,0,0,0.25,0,0.75,8.9871969,8.4118328,0
SHAMA ROAD C69 G1,1.285714286,1.857142857,4,36.14285714,0.142857143,0.142857143,7,71.428574,0.14285715,85.714287,0,1,1,0,0,24,51,91.809532,27,4428.5713,3,5,4,0.66666669,2,4.903089987,6.161368002,6.056904851,0,0,0,1,1,0,22,2.428571429,14.57142857,3.857142857,0.571428571,0.285714286,0.714285714,0,0,8.9871969,8.4118328,0
SHAMA ROAD C80 G1,1.666666667,1.8,4.5,31,0,0,6,50,0.16666667,50,0,0.833333333,1,0,0,25,38,27.999998,13,4500,3,6,4.5,1.0999999,3,5.096910013,6.161368002,6.04630002,0,0,0,0.83333331,1,0,22,3.333333333,20,3.666666667,0.666666667,0,0.833333333,0,0.166666667,8.9871969,8.4118328,0
SHAMA ROAD C82 G1,1.4,3,4,45.8,0,0,5,60,0.2,60,0,0.8,1,0,0,34,54,62.200001,20,4500,3,6,4,1.9999999,3,5.130333768,6.130333768,5.915927212,0,0,0,0.80000001,1,0,22,3.8,21.6,3.4,0.8,0,0.6,0,0.4,8.9871969,8.4118328,0
SHAMA ROAD C9 G1,0.833333333,1.6,3.833333333,40,0,0,6,66.666664,0.16666667,50,0.333333333,0.833333333,1,0,0,24,52,154,28,3600,2,6,3.8333333,1.7666665,4,4.903089987,5.62324929,5.293730764,0,0,0.33333334,0.83333331,1,0,22,2.666666667,20.66666667,5,0,0.166666667,0.833333333,0,0,8.9871969,8.2940493,0
SHANTI NAGAR C1 G1,0.5,0,4,28,0,0,4,100,0.5,50,1,1,1,0,0,20,36,43.333336,16,2000,2,5,4,1.9999999,3,5.041392685,5.130333768,5.092545208,0,0,1,1,1,0,26,2,18,5,0,0,0,1,0,8.9871969,7.6009026,0
SHARABAHALA C1 G1,3,0,3.428571429,33.14285714,0,0,7,57.142857,0.42857143,42.857143,0,0.857142857,1,1,2.285714286,25,54,108.14285,29,5714.2856,2,5,3.4285715,0.9523809,3,4.698970004,4.77815125,4.756961935,2.2857144,0.23809522,0,0.85714287,1,1,20,2.571428571,19.28571429,5,0,0,0.571428571,0.428571429,0,8.9871969,8.6995144,0
SHERPURA MADINA PARK 2 C1 G1,0,0,7.25,38.75,0,0,4,50,0.25,100,0,0.75,1,0,0.01,22,53,194.91667,31,1500,5,8,7.25,2.25,3,5.217505,5.217505,5.217505,0.01,0,0,0.75,1,0,19,4,27.75,1,2,0,0.5,0,0.5,8.9871969,7.3132205,0
SHERPURA MADINA PARK C1 G1,0,0,4.333333333,38.16666667,0,0,6,83.333336,0.16666667,100,0,1,1,0,0.01,30,46,43.76667,16,1500,4,5,4.3333335,0.26666665,1,5.217494472,6.180413493,5.610130448,0.01,0,0,1,1,0,19,4.666666667,27.16666667,2.333333333,1.333333333,0,0.166666667,0,0.833333333,8.9871969,7.3132205,0
SHERPURA MADINA PARK C10 G1,0,0,6.6,36,0,0,5,60,0.2,40,0,0.8,1,0,0.01,24,48,75.5,24,1500,4,8,6.5999999,3.7999997,4,5.217505,5.332456639,5.243058398,0.01,0,0,0.80000001,1,0,19,4.2,16,1.8,2.4,0,0.4,0,0.6,8.9871969,7.3132205,0
SHERPURA MADINA PARK C11 G1,0,0,6.4,35.2,0,0,5,80,0.2,40,0,0.8,1,0,0.01,21,49,162.7,28,1500,5,8,6.4000001,1.8000001,3,5.217505,5.477132836,5.305368569,0.01,0,0,0.80000001,1,0,19,4.6,24.2,4.2,0.4,0,0.2,0,0.8,8.9871969,7.3132205,0
SHERPURA MADINA PARK C12 G1,0,0,6.5,36.25,0,0,4,75,0.25,100,0,0.75,1,0,0.01,31,43,28.916666,12,1520,4,8,6.5,3,4,5.342438473,5.352197959,5.34734563,0.01,0,0,0.75,1,0,19,4,23.5,5,0,0.25,0,0,0.75,8.9871969,7.3132205,0
