groupName,customereducationalqualification,spouseeducationalqualification,familymemberscount,age,everDefault,everNPA,groupSize,maxRelCatProp,casteSimilarityProp,occupationHomogeneity,ownAsset,maritalStatus,ownHouse,farmerCategory,totalLand,min_age,max_age,var_age,dif_age,avg_expenditure,min_familymemberscount,max_familymemberscount,avg_familymemberscount,var_familymemberscount,dif_familymemberscount,log_minTotalAssets,logMaxAssets,logAvgAssets,avg_totalLand,var_totalLand,ownAssetProp,marriedProp,ownHouseProp,landFarmerProp,branchNameLC1,categoryLC1,districtnameLC1,villagetypeLC1,villagetypeLC2,"('category', 'GEN')","('category', 'OBC')","('category', 'SC')","('category', 'ST')",logIncome,logExpend,casteHomogeneity
BARIKEL C3 G1,0.4,0,4.4,41.4,0,0,5,100,1,100,1,0.6,1,0.6,1.7,21,53,187.29999,32,3000,3,6,4.4000001,1.3000001,3,4.041392685,4.77815125,4.570545263,1.7,0.69999999,1,0.60000002,1,0.60000002,23,2,13.6,5,0,0,0,1,0,8.8536654,8.0063677,1
BARIKEL C7 G1,0,0,5.2,39,0,0,5,60,0.60000002,100,1,0.8,1,0,1,26,47,63,21,3000,4,7,5.1999998,1.7,3,4.322219295,4.602059991,4.480006943,1,0,1,0.80000001,1,0,23,2.4,1,3.4,0.8,0,0.4,0.6,0,8.8536654,8.0063677,0
BARIKEL C8 G1,0.111111111,0,4.222222222,36.33333333,0,0,9,77.777779,0.77777779,100,1,0.777777778,1,0.222222222,1.222222222,19,53,119.49999,34,3000,3,6,4.2222223,0.69444442,3,4,4.477121255,4.293733193,1.2222222,0.19444445,1,0.77777779,1,0.22222222,23,2.777777778,23.66666667,5,0,0,0.777777778,0.222222222,0,8.8536654,8.0063677,0
BARIKEL C9 G1,0,0,4.2,44.2,0.2,0.2,5,100,1,100,1,1,1,0.2,1.2,40,51,21.699999,11,3001.6001,4,5,4.1999998,0.19999999,1,4.041392685,4.079181246,4.071882007,1.2,0.19999999,1,1,1,0.2,23,3,15,5,0,0,1,0,0,8.8536654,8.0063677,1
BARKANI C1 G1,1,1.166666667,4,36.42857143,0,0,7,85.714287,0.42857143,57.142857,1,0.857142857,1,0.142857143,0.214285714,28,52,63.952377,24,1800,2,5,4,1.3333333,3,5.079181246,5.079181246,5.079181246,0.21428572,0.32142854,1,0.85714287,1,0.14285715,32,3.285714286,22.42857143,5,0,0,0.857142857,0,0.142857143,8.922658,7.495542,0
BARKANI C10 G1,1,1,3.5,38.25,0,0,4,75,0.75,50,1,0.75,1,0.5,2,26,48,82.916664,22,1800,2,6,3.5,3,4,5.079181246,5.079181246,5.079181246,2,4.6666665,1,0.75,1,0.5,32,4.5,20.5,5,0,0,0.25,0,0.75,8.922658,7.495542,0
BARKANI C11 G1,1,1,4.75,35.75,0,0,4,100,0.75,100,1,1,1,0.25,1.25,26,40,42.916664,14,1800,4,5,4.75,0.25,1,5.079181246,5.079181246,5.079181246,1.25,0.25,1,1,1,0.25,32,2,23,5,0,0,0,1,0,8.922658,7.495542,0
BARKANI C2 G1,1.4,1,4,27.2,0,0,5,60,0.60000002,100,1,1,1,0.2,1.6,20,33,31.699999,13,1800,3,5,4,0.49999997,2,5.079181246,5.079181246,5.079181246,1.6,3.7999997,1,1,1,0.2,32,4.2,20.4,5,0,0,0.4,0,0.6,8.922658,7.495542,0
BARKANI C3 G1,1,0.75,5,41.2,0,0,5,80,0.60000002,100,1,0.8,1,0.2,0.6,27,53,123.7,26,1800,3,7,5,4,4,5.079181246,5.079181246,5.079181246,0.60000002,0.79999995,1,0.80000001,1,0.2,32,4.6,21,4.2,1.2,0,0.2,0,0.8,8.922658,7.495542,0
BARKANI C4 G1,1,1,3.6,29.8,0,0,5,80,0.80000001,80,1,1,1,0.4,1.3,21,39,62.699997,18,1800,3,5,3.5999999,0.79999995,2,5.079181246,5.079181246,5.079181246,1.3,0.19999999,1,1,1,0.40000001,32,2.8,25,5,0,0,0.8,0.2,0,8.922658,7.495542,0
BARKANI C6 G1,1,1,3.6,38,0,0,5,80,0.80000001,60,1,0.8,1,0.2,1.2,22,51,113.5,29,1800,2,5,3.5999999,1.3000001,3,5.079181246,5.079181246,5.079181246,1.2,0.19999999,1,0.80000001,1,0.2,32,3.4,1,5,0,0,0.8,0,0.2,8.922658,7.495542,0
BARKANI C9 G1,1,1,3.4,37,0,0,5,100,0.60000002,100,1,1,1,0,1,24,52,121,28,1900,0,5,3.4000001,3.7999997,5,5.176091259,5.301029996,5.269512944,1,0,1,1,1,0,10,3,18.6,5,0,0,1,0,0,8.9871969,7.6009026,0
BARPALI C1 G1,1,0.666666667,5.25,42.25,0,0,4,100,1,100,1,0.75,1,0,0,36,53,60.916668,17,3500,3,7,5.25,2.9166667,4,5,5,5,0,0,1,0.75,1,0,33,5,33,3,1,0,0,0,1,8.8536654,8.1605186,1
BARPALI C10 G1,1,1,4,36.4,0,0,5,100,0.60000002,40,1,1,1,0.2,0.4,30,41,17.300001,11,3500,4,4,4,0,0,5,5,5,0.40000001,0.79999995,1,1,1,0.2,33,3,11.2,5,0,0,1,0,0,8.8536654,8.1605186,0
BARPALI C12 G1,2.714285714,3,4.142857143,34.42857143,0,0,7,57.142857,0.5714286,71.428574,0,0.857142857,1,0,0.785714276,25,40,35.952381,15,3500,3,5,4.1428571,0.47619048,2,4.698970004,4.698970004,4.698970004,0.78571427,0.041428566,0,0.85714287,1,0,20,2.571428571,11.71428571,3.285714286,0.857142857,0,0.571428571,0.428571429,0,8.9871969,8.1605186,0
BARPALI C14 G1,1.5,3,4.5,42.125,0,0,8,100,0.875,75,0,0.75,1,0,0.89999998,25,54,108.98214,29,3500,3,6,4.5,1.1428571,3,4.698970004,4.698970004,4.698970004,0.89999998,0,0,0.75,1,0,20,3,10.625,5,0,0,1,0,0,8.9871969,8.1605186,0
BARPALI C15 G1,2.2,1.8,3.6,28.6,0,0,5,80,0.2,40,1,1,1,0,0,20,34,32.799999,14,3500,2,5,3.5999999,1.3000001,3,5,5,5,0,0,1,1,1,0,33,2.6,33,2.6,1.2,0.2,0.8,0,0,8.8536654,8.1605186,0
BARPALI C19 G1,1,1.333333333,4.333333333,38.33333333,0,0,6,100,0.5,50,1,1,1,0,0,30,49,43.866665,19,3500,4,6,4.3333335,0.66666669,2,5,5,5,0,0,1,1,1,0,33,3,20,3,1,0,1,0,0,8.8536654,8.1605186,0
BARPALI C3 G1,1.333333333,1.4,5.333333333,42.83333333,0,0,6,100,0.83333331,83.333336,1,0.833333333,1,0,0,26,54,137.76668,28,3500,4,8,5.3333335,3.0666666,4,5,5,5,0,0,1,0.83333331,1,0,33,3,6.666666667,5,0,0,1,0,0,8.8536654,8.1605186,0
BARPALI C8 G1,1.8,0,4.4,38.8,0,0,5,100,1,80,0,0.8,1,0,0.420000008,30,48,67.699997,18,3500,4,5,4.4000001,0.30000001,1,4.698970004,4.698970004,4.698970004,0.42000002,0.002,0,0.80000001,1,0,20,3,18,5,0,0,1,0,0,8.9871969,8.1605186,1
BARTUNDA C1 G1,1,1,4.285714286,32.57142857,0,0,7,100,1,100,1,1,1,0,0.024285714,26,46,43.952381,20,2500,4,5,4.2857141,0.23809522,1,4.77815125,4.812913357,4.783290885,0.024285713,2.86E-05,1,1,1,0,10,3,26.57142857,5,0,0,1,0,0,8.9871969,7.8240461,1
BARUPALI C1 G1,0.8,1,4,44,0,0,5,100,0.80000001,40,1,1,1,0,0,38,52,27.5,14,2500,4,4,4,0,0,4.903089987,4.903089987,4.903089987,0,0,1,1,1,0,17,2,15.2,5,0,0,0,1,0,9.0118895,7.8240461,0
BASANTI COLONY C1 G1,1,1,4.4,44,0,0,5,100,0.80000001,60,1,0.6,1,0,1,36,54,60.000004,18,3500,3,6,4.4000001,1.3000001,3,4.77815125,4.77815125,4.77815125,1,0,1,0.60000002,1,0,23,3,6.6,5,0,0,1,0,0,8.9871969,8.1605186,0
